protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,size_p1,size_p2,attribute
M8lcl_FP565814.1_prot_CBH23006.1_85_[gene=tal]_[protein=Putative_Transaldolase_Phosphoglucose_isomerase]_[protein_id=CBH23006.1]_[location=complement(92673..95435)],84,M8lcl_FP565814.1_prot_CBH23886.1_965_[gene=eno2]_[protein=Enolase]_[protein_id=CBH23886.1]_[location=complement(1093024..1094313)],964,0.6105416595064977,1,2,INFO
M8lcl_FP565814.1_prot_CBH23006.1_85_[gene=tal]_[protein=Putative_Transaldolase_Phosphoglucose_isomerase]_[protein_id=CBH23006.1]_[location=complement(92673..95435)],84,M8lcl_FP565814.1_prot_CBH23925.1_1004_[gene=pfkA]_[protein=6_phosphofructokinase_isozyme_1]_[protein_id=CBH23925.1]_[location=complement(1142116..1143198)],1003,0.5049727311522254,1,2,INFO
M8lcl_FP565814.1_prot_CBH23006.1_85_[gene=tal]_[protein=Putative_Transaldolase_Phosphoglucose_isomerase]_[protein_id=CBH23006.1]_[location=complement(92673..95435)],84,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.5747965083653529,1,2,INFO
M8lcl_FP565814.1_prot_CBH23006.1_85_[gene=tal]_[protein=Putative_Transaldolase_Phosphoglucose_isomerase]_[protein_id=CBH23006.1]_[location=complement(92673..95435)],84,M8lcl_FP565814.1_prot_CBH24479.1_1558_[gene=glmS]_[protein=glucosamine__fructose_6_phosphate_aminotransferase_(isomerizing)]_[protein_id=CBH24479.1]_[location=1776368..1778206],1557,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23006.1_85_[gene=tal]_[protein=Putative_Transaldolase_Phosphoglucose_isomerase]_[protein_id=CBH23006.1]_[location=complement(92673..95435)],84,"M8lcl_FP565814.1_prot_CBH24985.1_2064_[gene=fbp]_[protein=Fructose_1,6_bisphosphatase]_[protein_id=CBH24985.1]_[location=complement(2369868..2370953)]",2063,0.563519063406809,1,2,INFO
M8lcl_FP565814.1_prot_CBH23006.1_85_[gene=tal]_[protein=Putative_Transaldolase_Phosphoglucose_isomerase]_[protein_id=CBH23006.1]_[location=complement(92673..95435)],84,M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,0.5085784276740676,1,2,INFO
M8lcl_FP565814.1_prot_CBH23006.1_85_[gene=tal]_[protein=Putative_Transaldolase_Phosphoglucose_isomerase]_[protein_id=CBH23006.1]_[location=complement(92673..95435)],84,M8lcl_FP565814.1_prot_CBH25496.1_2575_[gene=gpmI]_[protein=Phosphoglyceromutase]_[protein_id=CBH25496.1]_[location=complement(3007743..3009314)],2574,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23006.1_85_[gene=tal]_[protein=Putative_Transaldolase_Phosphoglucose_isomerase]_[protein_id=CBH23006.1]_[location=complement(92673..95435)],84,M8lcl_FP565814.1_prot_CBH25668.1_2748_[gene=nagB]_[protein=Glucosamine_6_phosphate_deaminase]_[protein_id=CBH25668.1]_[location=3225897..3228065],2747,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23020.1_99_[gene=SRM_00099]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23020.1]_[location=116757..117647]",98,M8lcl_FP565814.1_prot_CBH23271.1_350_[gene=tktA]_[protein=transketolase]_[protein_id=CBH23271.1]_[location=412884..414914],349,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23020.1_99_[gene=SRM_00099]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23020.1]_[location=116757..117647]",98,"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23020.1_99_[gene=SRM_00099]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23020.1]_[location=116757..117647]",98,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.5852758368449863,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23020.1_99_[gene=SRM_00099]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23020.1]_[location=116757..117647]",98,M8lcl_FP565814.1_prot_CBH24724.1_1803_[gene=pdhD]_[protein=Dihydrolipoyl_dehydrogenase]_[protein_id=CBH24724.1]_[location=2056675..2058144],1802,0.7160341753117315,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23020.1_99_[gene=SRM_00099]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23020.1]_[location=116757..117647]",98,M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23020.1_99_[gene=SRM_00099]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23020.1]_[location=116757..117647]",98,M8lcl_FP565814.1_prot_CBH25287.1_2366_[gene=ilvB]_[protein=Acetolactate_synthase]_[protein_id=CBH25287.1]_[location=2730548..2732338],2365,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23020.1_99_[gene=SRM_00099]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23020.1]_[location=116757..117647]",98,M8lcl_FP565814.1_prot_CBH25291.1_2370_[gene=leuA]_[protein=2_isopropylmalate_synthase]_[protein_id=CBH25291.1]_[location=2735564..2737204],2369,0.5380452191431542,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23020.1_99_[gene=SRM_00099]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23020.1]_[location=116757..117647]",98,M8lcl_FP565814.1_prot_CBH25296.1_2375_[gene=leuA]_[protein=2_isopropylmalate_synthase]_[protein_id=CBH25296.1]_[location=2741793..2743484],2374,0.6901625873834063,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23020.1_99_[gene=SRM_00099]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23020.1]_[location=116757..117647]",98,M8lcl_FP565814.1_prot_CBH25514.1_2593_[gene=pckA]_[protein=Phosphoenolpyruvate_carboxykinase_[ATP]]_[protein_id=CBH25514.1]_[location=3027819..3029411],2592,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23048.1_127_[gene=hyuB]_[protein=N_methylhydantoinase_(ATP_hydrolyzing)]_[protein_id=CBH23048.1]_[location=complement(157265..158962)],126,M8lcl_FP565814.1_prot_CBH23146.1_225_[gene=hyuA]_[protein=5_oxoprolinase]_[protein_id=CBH23146.1]_[location=complement(275541..277580)],224,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23052.1_131_[gene=SRM_00131]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23052.1]_[location=163771..164085]",130,M8lcl_FP565814.1_prot_CBH23000.1_79_[gene=glgP]_[protein=Glycogen_phosphorylase]_[protein_id=CBH23000.1]_[location=complement(82956..85088)],78,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23074.1_153_[gene=nrdB]_[protein=Ribonucleoside_diphosphate_reductase_beta_subunit]_[protein_id=CBH23074.1]_[location=187437..188411],152,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.6567493912061713,1,2,INFO
M8lcl_FP565814.1_prot_CBH23074.1_153_[gene=nrdB]_[protein=Ribonucleoside_diphosphate_reductase_beta_subunit]_[protein_id=CBH23074.1]_[location=187437..188411],152,M8lcl_FP565814.1_prot_CBH24906.1_1985_[gene=pnpA]_[protein=polyribonucleotide_nucleotidyltransferase]_[protein_id=CBH24906.1]_[location=complement(2267574..2269811)],1984,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23086.1_165_[gene=mcpA]_[protein=methyl_accepting_chemotaxis_protein_McpA]_[protein_id=CBH23086.1]_[location=complement(202070..203662)],164,M8lcl_FP565814.1_prot_CBH25738.1_2817_[gene=vicK]_[protein=methyl_accepting_chemotaxis_transducer]_[protein_id=CBH25738.1]_[location=complement(3308294..3310189)],2816,0.6386720804709055,1,2,INFO
M8lcl_FP565814.1_prot_CBH23086.1_165_[gene=mcpA]_[protein=methyl_accepting_chemotaxis_protein_McpA]_[protein_id=CBH23086.1]_[location=complement(202070..203662)],164,M8lcl_FP565814.1_prot_CBH25743.1_2822_[gene=cheA]_[protein=Chemotaxis_protein_cheA]_[protein_id=CBH25743.1]_[location=complement(3315870..3317789)],2821,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23092.1_171_[gene=SRM_00171]_[protein=Putative_methyl_accepting_chemotaxis_protein]_[protein_id=CBH23092.1]_[location=complement(214335..216467)],170,M8lcl_FP565814.1_prot_CBH25738.1_2817_[gene=vicK]_[protein=methyl_accepting_chemotaxis_transducer]_[protein_id=CBH25738.1]_[location=complement(3308294..3310189)],2816,0.6499828950049769,1,2,INFO
M8lcl_FP565814.1_prot_CBH23092.1_171_[gene=SRM_00171]_[protein=Putative_methyl_accepting_chemotaxis_protein]_[protein_id=CBH23092.1]_[location=complement(214335..216467)],170,M8lcl_FP565814.1_prot_CBH25743.1_2822_[gene=cheA]_[protein=Chemotaxis_protein_cheA]_[protein_id=CBH25743.1]_[location=complement(3315870..3317789)],2821,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH23788.1_867_[gene=metL]_[protein=Bifunctional_aspartokinase/homoserine_dehydrogenase_II]_[protein_id=CBH23788.1]_[location=complement(994511..996976)],866,0.5518475067328975,1,2,INFO
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH23875.1_954_[gene=glyA]_[protein=Serine_hydroxymethyltransferase]_[protein_id=CBH23875.1]_[location=1081013..1082311],953,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH24240.1_1319_[gene=ahcY]_[protein=Adenosylhomocysteinase]_[protein_id=CBH24240.1]_[location=1492464..1493741],1318,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH24263.1_1342_[gene=cysA]_[protein=Putative_cystathionine_gamma_lyase]_[protein_id=CBH24263.1]_[location=complement(1521427..1522653)],1341,0.5644605280547427,1,2,INFO
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH24379.1_1458_[gene=metE]_[protein=5_methyltetrahydropteroyltriglutamate__homocysteine_methyltransferase]_[protein_id=CBH24379.1]_[location=1662908..1665217],1457,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH24676.1_1755_[gene=metG]_[protein=methionyl_tRNA_synthetase]_[protein_id=CBH24676.1]_[location=complement(2005689..2007827)],1754,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH24762.1_1841_[gene=purH]_[protein=Bifunctional_purine_biosynthesis_protein_purH]_[protein_id=CBH24762.1]_[location=2102717..2104303],1840,0.7272146754632977,1,2,INFO
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH25887.1_2966_[gene=metK]_[protein=S_adenosylmethionine_synthetase]_[protein_id=CBH25887.1]_[location=3480941..3482101],2965,0.585230126116712,1,2,INFO
M8lcl_FP565814.1_prot_CBH23100.1_179_[gene=SRM_00179]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23100.1]_[location=complement(226322..226696)],178,M8lcl_FP565814.1_prot_CBH25200.1_2279_[gene=aroC]_[protein=Chorismate_synthase]_[protein_id=CBH25200.1]_[location=complement(2633962..2635251)],2278,0.5482337093684816,1,2,INFO
M8lcl_FP565814.1_prot_CBH23110.1_189_[gene=SRM_00189]_[protein=Methyl_accepting_chemotaxis_protein]_[protein_id=CBH23110.1]_[location=233971..235806],188,M8lcl_FP565814.1_prot_CBH25738.1_2817_[gene=vicK]_[protein=methyl_accepting_chemotaxis_transducer]_[protein_id=CBH25738.1]_[location=complement(3308294..3310189)],2816,0.6670904996886065,1,2,INFO
M8lcl_FP565814.1_prot_CBH23110.1_189_[gene=SRM_00189]_[protein=Methyl_accepting_chemotaxis_protein]_[protein_id=CBH23110.1]_[location=233971..235806],188,M8lcl_FP565814.1_prot_CBH25743.1_2822_[gene=cheA]_[protein=Chemotaxis_protein_cheA]_[protein_id=CBH25743.1]_[location=complement(3315870..3317789)],2821,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23112.1_191_[gene=SRM_00191]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23112.1]_[location=236293..236610],190,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.5812768157796094,1,2,INFO
M8lcl_FP565814.1_prot_CBH23112.1_191_[gene=SRM_00191]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23112.1]_[location=236293..236610],190,M8lcl_FP565814.1_prot_CBH24906.1_1985_[gene=pnpA]_[protein=polyribonucleotide_nucleotidyltransferase]_[protein_id=CBH24906.1]_[location=complement(2267574..2269811)],1984,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH23299.1_378_[gene=dapG]_[protein=Aspartate_kinase]_[protein_id=CBH23299.1]_[location=447721..450333],377,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH23788.1_867_[gene=metL]_[protein=Bifunctional_aspartokinase/homoserine_dehydrogenase_II]_[protein_id=CBH23788.1]_[location=complement(994511..996976)],866,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH24053.1_1132_[gene=aspB]_[protein=Aspartate_aminotransferase]_[protein_id=CBH24053.1]_[location=1300003..1301217],1131,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH24273.1_1352_[gene=gltD]_[protein=Glutamate_synthase_[NADPH]_small_chain]_[protein_id=CBH24273.1]_[location=1535048..1536628],1351,0.5789141245836432,1,2,INFO
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH24450.1_1529_[gene=pyrB]_[protein=Aspartate_carbamoyltransferase_catalytic_chain]_[protein_id=CBH24450.1]_[location=complement(1746054..1747022)],1528,0.7051923747953062,1,2,INFO
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH24957.1_2036_[gene=purA]_[protein=Adenylosuccinate_synthetase]_[protein_id=CBH24957.1]_[location=complement(2337424..2338743)],2035,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH25362.1_2441_[gene=argG]_[protein=Argininosuccinate_synthase]_[protein_id=CBH25362.1]_[location=2823622..2824863],2440,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23142.1_221_[gene=SRM_00221]_[protein=Transposase]_[protein_id=CBH23142.1]_[location=269844..270233],220,M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,0.515216775393332,1,2,INFO
M8lcl_FP565814.1_prot_CBH23146.1_225_[gene=hyuA]_[protein=5_oxoprolinase]_[protein_id=CBH23146.1]_[location=complement(275541..277580)],224,M8lcl_FP565814.1_prot_CBH23048.1_127_[gene=hyuB]_[protein=N_methylhydantoinase_(ATP_hydrolyzing)]_[protein_id=CBH23048.1]_[location=complement(157265..158962)],126,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23154.1_233_[gene=SRM_00233]_[protein=Hypothetical_protein]_[protein_id=CBH23154.1]_[location=283944..284204],232,M8lcl_FP565814.1_prot_CBH24479.1_1558_[gene=glmS]_[protein=glucosamine__fructose_6_phosphate_aminotransferase_(isomerizing)]_[protein_id=CBH24479.1]_[location=1776368..1778206],1557,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23154.1_233_[gene=SRM_00233]_[protein=Hypothetical_protein]_[protein_id=CBH23154.1]_[location=283944..284204],232,M8lcl_FP565814.1_prot_CBH25401.1_2480_[gene=susB]_[protein=alpha_glucosidase]_[protein_id=CBH25401.1]_[location=complement(2871828..2873984)],2479,0.6168813518592885,1,2,INFO
M8lcl_FP565814.1_prot_CBH23154.1_233_[gene=SRM_00233]_[protein=Hypothetical_protein]_[protein_id=CBH23154.1]_[location=283944..284204],232,M8lcl_FP565814.1_prot_CBH25668.1_2748_[gene=nagB]_[protein=Glucosamine_6_phosphate_deaminase]_[protein_id=CBH25668.1]_[location=3225897..3228065],2747,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23170.1_249_[gene=SRM_00249]_[protein=Hypothetical_protein]_[protein_id=CBH23170.1]_[location=296760..297017],248,M8lcl_FP565814.1_prot_CBH23271.1_350_[gene=tktA]_[protein=transketolase]_[protein_id=CBH23271.1]_[location=412884..414914],349,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23170.1_249_[gene=SRM_00249]_[protein=Hypothetical_protein]_[protein_id=CBH23170.1]_[location=296760..297017],248,M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,0.5136756354914676,1,2,INFO
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH23299.1_378_[gene=dapG]_[protein=Aspartate_kinase]_[protein_id=CBH23299.1]_[location=447721..450333],377,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH23788.1_867_[gene=metL]_[protein=Bifunctional_aspartokinase/homoserine_dehydrogenase_II]_[protein_id=CBH23788.1]_[location=complement(994511..996976)],866,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH24053.1_1132_[gene=aspB]_[protein=Aspartate_aminotransferase]_[protein_id=CBH24053.1]_[location=1300003..1301217],1131,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH24273.1_1352_[gene=gltD]_[protein=Glutamate_synthase_[NADPH]_small_chain]_[protein_id=CBH24273.1]_[location=1535048..1536628],1351,0.599320756380733,1,2,INFO
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH24450.1_1529_[gene=pyrB]_[protein=Aspartate_carbamoyltransferase_catalytic_chain]_[protein_id=CBH24450.1]_[location=complement(1746054..1747022)],1528,0.7224136777923658,1,2,INFO
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH24957.1_2036_[gene=purA]_[protein=Adenylosuccinate_synthetase]_[protein_id=CBH24957.1]_[location=complement(2337424..2338743)],2035,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH25046.1_2125_[gene=nadB]_[protein=Quinolinate_synthetase_B]_[protein_id=CBH25046.1]_[location=complement(2440656..2442152)],2124,0.5065915407769211,1,2,INFO
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH25362.1_2441_[gene=argG]_[protein=Argininosuccinate_synthase]_[protein_id=CBH25362.1]_[location=2823622..2824863],2440,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23208.1_287_[gene=SRM_00287]_[protein=hypothetical_protein]_[protein_id=CBH23208.1]_[location=complement(345370..345612)],286,M8lcl_FP565814.1_prot_CBH24053.1_1132_[gene=aspB]_[protein=Aspartate_aminotransferase]_[protein_id=CBH24053.1]_[location=1300003..1301217],1131,0.552667530597511,1,2,INFO
